location,dbn,buildingName,buildingCode,address,waterTesting,elevatedResults,healthDptProtocolImplemented,dateLastTested,elevatedSamples,totalSamples,note
P.S. 092 Adrian Hegeman,K092,P.S. 92 - BROOKLYN,K092,601 PARKSIDE AVENUE BROOKLYN 11226,Yes,"Yes, in 2003",Yes,2005,0,25,
Lefferts Gardens Charter School,K796,P.S. 92 - BROOKLYN,K092,601 PARKSIDE AVENUE BROOKLYN 11226,Yes,"Yes, in 2003",Yes,2005,0,25,
M.S. K266 - Park Place Community Middle School,K266,P.S. 93 - BROOKLYN,K093,31 NEW YORK AVENUE BROOKLYN 11216,Yes,No,No,,,,
P.S. K077,K077,P.S. 93 - BROOKLYN,K093,31 NEW YORK AVENUE BROOKLYN 11216,Yes,No,No,,,,
P.S. 093 William H. Prescott,K093,P.S. 93 - BROOKLYN,K093,31 NEW YORK AVENUE BROOKLYN 11216,Yes,No,No,,,,
P.S. 094 The Henry Longfellow,K094,P.S. 94 - BROOKLYN,K094,5010 6 AVENUE BROOKLYN 11220,Yes,No,No,,,,
P.S. 095 The Gravesend,K095,P.S. 95 - BROOKLYN,K095,345 VAN SICKLEN STREET BROOKLYN 11223,Yes,No,No,,,,
I.S. 096 Seth Low,K096,I.S. 96 - BROOKLYN,K096,99 AVENUE P BROOKLYN 11204,Yes,No,Yes,,,,
Regin 6 Adult Learning Center,E006,I.S. 96 - BROOKLYN,K096,99 AVENUE P BROOKLYN 11204,Yes,No,Yes,,,,
Success Academy Charter School - Bensonhurst - New York 3,K772,I.S. 96 - BROOKLYN,K096,99 AVENUE P BROOKLYN 11204,Yes,No,Yes,,,,
P.S. 97 The Highlawn,K097,P.S. 97 - BROOKLYN,K097,1855 STILLWELL AVENUE BROOKLYN 11223,Yes,"Yes, in 2002",Yes,2005,0,18,
P.S. 099 Isaac Asimov,K099,P.S. 99 - BROOKLYN,K099,1120 EAST  10 STREET BROOKLYN 11230,Yes,No,Yes,,,,
P.S. 100 The Coney Island School,K100,P.S. 100 - BROOKLYN,K100,2951 WEST  3 STREET BROOKLYN 11224,Yes,No,Yes,,,,
Sbst - District 21,K09M,P.S. 100 - BROOKLYN,K100,2951 WEST  3 STREET BROOKLYN 11224,Yes,No,Yes,,,,
P.S. 370,K370,P.S. 100 - BROOKLYN,K100,2951 WEST  3 STREET BROOKLYN 11224,Yes,No,Yes,,,,
P.S. 101 The Verrazano,K101,P.S. 101 - BROOKLYN,K101,2360 BENSON AVENUE BROOKLYN 11214,Yes,"Yes, in 2002",Yes,2005,0,17,
P.S. 102 The Bayview,K102,P.S. 102 - BROOKLYN,K102,211 72 STREET BROOKLYN 11209,Yes,Yes,Yes,2002,2,50,
Educational Vision Services,M00D,P.S. 102 - BROOKLYN,K102,211 72 STREET BROOKLYN 11209,Yes,Yes,Yes,2002,2,50,
P.S. K053,K053,P.S. 104 - BROOKLYN,K104,9115 5 AVENUE BROOKLYN 11209,Yes,No,No,,,,
P.S./I.S. 104 The Fort Hamilton School,K104,P.S. 104 - BROOKLYN,K104,9115 5 AVENUE BROOKLYN 11209,Yes,No,No,,,,
P.S. 105 The Blythebourne,K105,P.S. 105 - BROOKLYN,K105,1031 59 STREET BROOKLYN 11219,Yes,No,Yes,,,,
Galaxy Spending Plan Differenc,K0MC,P.S. 105 - BROOKLYN,K105,1031 59 STREET BROOKLYN 11219,Yes,No,Yes,,,,
P.S. 106 Edward Everett Hale,K106,P.S. 106 - BROOKLYN,K106,1328 PUTNAM AVENUE BROOKLYN 11221,Yes,No,No,,,,
P.S. 107 John W. Kimball,K107,P.S. 107 - BROOKLYN,K107,1301 8 AVENUE BROOKLYN 11215,Yes,"Yes, in 2002",Yes,2004,0,28,
P.S. 108 Sal Abbracciamento,K108,P.S. 108 - BROOKLYN,K108,200 LINWOOD STREET BROOKLYN 11208,Yes,No,Yes,,,,
P.S. 110 The Monitor,K110,P.S. 110 - BROOKLYN,K110,124 MONITOR STREET BROOKLYN 11222,Yes,No,No,,,,
Adult and Continuing Education,K755,P.S. 110 - BROOKLYN,K110,124 MONITOR STREET BROOKLYN 11222,Yes,No,No,,,,
Achievement First East New York Charter School,K358,I.S. 111 - BROOKLYN,K111,35 STARR STREET BROOKLYN 11221,Yes,Yes,Yes,2016,1,22,
Achievement First Bushwick Charter School,K538,I.S. 111 - BROOKLYN,K111,35 STARR STREET BROOKLYN 11221,Yes,Yes,Yes,2016,1,22,
"I.S. 349 Math, Science & Tech.",K349,I.S. 111 - BROOKLYN,K111,35 STARR STREET BROOKLYN 11221,Yes,Yes,Yes,2016,1,22,
I.S. 347 School of Humanities,K347,I.S. 111 - BROOKLYN,K111,35 STARR STREET BROOKLYN 11221,Yes,Yes,Yes,2016,1,22,
P.S. 112 Lefferts Park,K112,P.S. 112 - BROOKLYN,K112,7115 15 AVENUE BROOKLYN 11228,Yes,No,No,,,,
P.S. 372 -The Children's School,K372,I.S. 113 - BROOKLYN,K113,300 ADELPHI STREET BROOKLYN 11205,Yes,No,Yes,,,,
M.S. 113 Ronald Edmonds Learning Center,K113,I.S. 113 - BROOKLYN,K113,300 ADELPHI STREET BROOKLYN 11205,Yes,No,Yes,,,,
Compass Charter School,K789,I.S. 113 - BROOKLYN,K113,300 ADELPHI STREET BROOKLYN 11205,Yes,No,Yes,,,,
Regin 6 Adult Learning Center,E006,P.S. 114 - BROOKLYN,K114,1077 REMSEN AVENUE BROOKLYN 11236,Yes,"Yes, in 2002",Yes,2004,0,40,
Explore Excel Charter School,K379,P.S. 114 - BROOKLYN,K114,1077 REMSEN AVENUE BROOKLYN 11236,Yes,"Yes, in 2002",Yes,2004,0,40,
P.S. 114 Ryder Elementary,K114,P.S. 114 - BROOKLYN,K114,1077 REMSEN AVENUE BROOKLYN 11236,Yes,"Yes, in 2002",Yes,2004,0,40,
Adult and Continuing Education,K755,P.S. 114 - BROOKLYN,K114,1077 REMSEN AVENUE BROOKLYN 11236,Yes,"Yes, in 2002",Yes,2004,0,40,
P.S. 115 Daniel Mucatel School,K115,P.S. 115 - BROOKLYN,K115,1500 EAST  92 STREET BROOKLYN 11236,Yes,"Yes, in 2002",Yes,2004,0,49,
Regin 6 Adult Learning Center,E006,P.S. 115 - BROOKLYN,K115,1500 EAST  92 STREET BROOKLYN 11236,Yes,"Yes, in 2002",Yes,2004,0,49,
P.S. 116 Elizabeth L Farrell,K116,P.S. 116 - BROOKLYN,K116,515 KNICKERBOCKER AVENUE BROOKLYN 11237,Yes,"Yes, in 2002",Yes,2004,0,18,
P.S. K369 - Coy L. Cox School,K369,I.S. 117 - BROOKLYN,K117,300 WILLOUGHBY AVENUE BROOKLYN 11205,Yes,"Yes, in 2002",Yes,2005,0,15,
"Brooklyn Community High School of Communication, Arts and Media",K412,I.S. 117 - BROOKLYN,K117,300 WILLOUGHBY AVENUE BROOKLYN 11205,Yes,"Yes, in 2002",Yes,2005,0,15,
M.S. 596 Peace Academy,K596,I.S. 117 - BROOKLYN,K117,300 WILLOUGHBY AVENUE BROOKLYN 11205,Yes,"Yes, in 2002",Yes,2005,0,15,
Brooklyn High School for Leadership and Community Service,K616,I.S. 117 - BROOKLYN,K117,300 WILLOUGHBY AVENUE BROOKLYN 11205,Yes,"Yes, in 2002",Yes,2005,0,15,
P.S. 119 Amersfort,K119,P.S. 119 - BROOKLYN,K119,3829 AVENUE K BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,12,
P.S. 368,K368,P.S. 120 - BROOKLYN,K120,18 BEAVER STREET BROOKLYN 11206,Yes,"Yes, in 2002",Yes,2005,0,49,
P.S. 120 Carlos Tapia,K120,P.S. 120 - BROOKLYN,K120,18 BEAVER STREET BROOKLYN 11206,Yes,"Yes, in 2002",Yes,2005,0,49,
Adult and Continuing Education,K755,P.S. 120 - BROOKLYN,K120,18 BEAVER STREET BROOKLYN 11206,Yes,"Yes, in 2002",Yes,2005,0,49,
P.S. 121 Nelson A. Rockefeller,K121,P.S. 121 - BROOKLYN,K121,5301 20 AVENUE BROOKLYN 11204,Yes,No,Yes,,,,
P.S. 123 Suydam,K123,P.S. 123 - BROOKLYN,K123,100 IRVING AVENUE BROOKLYN 11237,Yes,No,No,,,,
Adult and Continuing Education,K755,P.S. 123 - BROOKLYN,K123,100 IRVING AVENUE BROOKLYN 11237,Yes,No,No,,,,
P.S. 124 Silas B. Dutcher,K124,P.S. 124 - BROOKLYN,K124,515 4 AVENUE BROOKLYN 11215,Yes,"Yes, in 2002",Yes,2004,0,6,
John Ericsson Middle School 126,K126,J.H.S. 126 - BROOKLYN,K126,424 LEONARD STREET BROOKLYN 11222,Yes,"Yes, in 2002",Yes,2005,0,39,
Citizens of the World Charter School 1 Williamsburg,K689,J.H.S. 126 - BROOKLYN,K126,424 LEONARD STREET BROOKLYN 11222,Yes,"Yes, in 2002",Yes,2005,0,39,
Northside Charter High School,K693,J.H.S. 126 - BROOKLYN,K126,424 LEONARD STREET BROOKLYN 11222,Yes,"Yes, in 2002",Yes,2005,0,39,
P.S. 127 Mckinley Park,K127,P.S. 127 - BROOKLYN,K127,7805 7 AVENUE BROOKLYN 11228,Yes,"Yes, in 2002",Yes,2004,0,21,
P.S. 128 Bensonhurst,K128,P.S. 128 (TANDEM BROOKLYN STUDIO),K128,2075 84 STREET BROOKLYN 11214,Yes,No,Yes,,,,
P.S. 130 The Parkside,K130,P.S. 130 - BROOKLYN,K130,70 OCEAN PARKWAY BROOKLYN 11218,Yes,"Yes, in 2002",Yes,2005,0,6,
Regin 6 Adult Learning Center,E006,P.S. 130 - BROOKLYN,K130,70 OCEAN PARKWAY BROOKLYN 11218,Yes,"Yes, in 2002",Yes,2005,0,6,
P.S. 131 Brooklyn,K131,P.S. 131 - BROOKLYN,K131,4305 FT HAMILTON PARKWAY BROOKLYN 11219,Yes,No,Yes,,,,
P.S. 132 The Conselyea School,K132,P.S. 132 - BROOKLYN,K132,320 MANHATTAN AVENUE BROOKLYN 11211,Yes,"Yes, in 2002",Yes,2005,0,42,
P.S. 135 Sheldon A. Brookner,K135,P.S. 135 - BROOKLYN,K135,684 LINDEN BOULEVARD BROOKLYN 11203,Yes,No,No,,,,
Sunset Park Prep,K821,I.S. 136 - BROOKLYN,K136,4004 4 AVENUE BROOKLYN 11232,Yes,No,No,,,,
I.S. 136 Charles O. Dewey,K136,I.S. 136 - BROOKLYN,K136,4004 4 AVENUE BROOKLYN 11232,Yes,No,No,,,,
P.S./I.S. 137 Rachel Jean Mitchell,K137,P.S. 137 - BROOKLYN,K137,121 SARATOGA AVENUE BROOKLYN 11233,Yes,"Yes, in 2002",Yes,2005,0,27,
P.S. 138 Brooklyn,K138,P.S. 138 - BROOKLYN,K138,760 PROSPECT PLACE BROOKLYN 11216,Yes,"Yes, in 2003",Yes,2005,0,15,
Success Academy Prospect Heights (Brooklyn 6),K756,P.S. 138 - BROOKLYN,K138,801 PARK PLACE BROOKLYN 11216,Yes,"Yes, in 2003",Yes,2005,0,15,
Adult and Continuing Education,K755,P.S. 139 - BROOKLYN,K139,330 RUGBY ROAD BROOKLYN 11226,Yes,No,No,,,,
P.S. 139 Alexine A. Fenty,K139,P.S. 139 - BROOKLYN,K139,330 RUGBY ROAD BROOKLYN 11226,Yes,No,No,,,,
P.S. 139 School Lunch,K825,P.S. 139 - BROOKLYN,K139,330 RUGBY ROAD BROOKLYN 11226,Yes,No,No,,,,
Regin 6 Adult Learning Center,E006,P.S. 139 - BROOKLYN,K139,330 RUGBY ROAD BROOKLYN 11226,Yes,No,No,,,,
P.S. 146,K146,J.H.S. 142 - BROOKLYN,K142,610 HENRY STREET BROOKLYN 11231,Yes,No,No,,,,
Brooklyn Secondary School for Collaborative Studies,K448,J.H.S. 142 - BROOKLYN,K142,610 HENRY STREET BROOKLYN 11231,Yes,No,No,,,,
Hearing Educational Services,M02R,J.H.S. 142 - BROOKLYN,K142,610 HENRY STREET BROOKLYN 11231,Yes,No,No,,,,
Educational Vision Services,M00D,J.H.S. 142 - BROOKLYN,K142,610 HENRY STREET BROOKLYN 11231,Yes,No,No,,,,
P.S. 145 Andrew Jackson,K145,P.S. 145 - BROOKLYN,K145,100 NOLL STREET BROOKLYN 11206,Yes,No,No,,,,
Adult and Continuing Education,K755,P.S. 145 - BROOKLYN,K145,100 NOLL STREET BROOKLYN 11206,Yes,No,No,,,,
Young Women's Leadership School of Brooklyn,K614,P.S. 147 - BROOKLYN,K147,325 BUSHWICK AVENUE BROOKLYN 11206,Yes,"Yes, in 2002",Yes,2005,0,13,
P.S. 147 Isaac Remsen,K147,P.S. 147 - BROOKLYN,K147,325 BUSHWICK AVENUE BROOKLYN 11206,Yes,"Yes, in 2002",Yes,2005,0,13,
Beginning With Children Charter School,K703,P.S. 373 (OLD P148) - BROOKLYN,K148,185 ELLERY STREET BROOKLYN 11206,Yes,No,Yes,,,,
Blueberry Program,K786,P.S. 373 (OLD P148) - BROOKLYN,K148,185 ELLERY STREET BROOKLYN 11206,Yes,No,Yes,,,,
P.S. 373 - Brooklyn Transition Center,K373,P.S. 373 (OLD P148) - BROOKLYN,K148,185 ELLERY STREET BROOKLYN 11206,Yes,No,Yes,,,,
P.S. 149 Danny Kaye,K149,P.S. 149 - BROOKLYN,K149,700 SUTTER AVENUE BROOKLYN 11207,Yes,"Yes, in 2003",Yes,2004,0,38,
Prep School,KPS1,P.S. 149 - BROOKLYN,K149,700 SUTTER AVENUE BROOKLYN 11207,Yes,"Yes, in 2003",Yes,2004,0,38,
P.S. 150 Christopher,K150,P.S. 150 - BROOKLYN,K150,364 SACKMAN STREET BROOKLYN 11212,Yes,No,No,,,,
Brownsville Collegiate Charter School,K710,P.S. 150 - BROOKLYN,K150,364 SACKMAN STREET BROOKLYN 11212,Yes,No,No,,,,
P.S. 151 Lyndon B. Johnson,K151,P.S. 151 - BROOKLYN,K151,763 KNICKERBOCKER AVENUE BROOKLYN 11207,Yes,No,No,,,,
Region 7 Adult Learning Center,E007,P.S. 151 - BROOKLYN,K151,763 KNICKERBOCKER AVENUE BROOKLYN 11207,Yes,No,No,,,,
Regin 6 Adult Learning Center,E006,P.S. 152 - BROOKLYN,K152,725 EAST  23 STREET BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,12,
School of Science & Technology,K152,P.S. 152 - BROOKLYN,K152,725 EAST  23 STREET BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,12,
P.S. K315,K315,P.S. 152 - BROOKLYN,K152,2310 GLENWOOD ROAD BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,12,
Educational Vision Services,M00D,P.S. 152 - BROOKLYN,K152,2310 GLENWOOD ROAD BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,12,
Adult and Continuing Education,K755,P.S. 152 - BROOKLYN,K152,725 EAST  23 STREET BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,12,
P.S. 153 Homecrest,K153,P.S. 153 - BROOKLYN,K153,1970 HOMECREST AVENUE BROOKLYN 11229,Yes,No,Yes,,,,
The Windsor Terrace School,K154,P.S. 154 - BROOKLYN,K154,1625 11 AVENUE BROOKLYN 11215,Yes,No,No,,,,
P.S./ I.S. 155 Nicholas Herkimer,K155,P.S. 155 - BROOKLYN,K155,1355 HERKIMER STREET BROOKLYN 11233,Yes,"Yes, in 2003",Yes,2005,0,8,
Region 7 Adult Learning Center,E007,P.S. 157 - BROOKLYN,K157,850 KENT AVENUE BROOKLYN 11205,Yes,No,No,,,,
P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,K157,P.S. 157 - BROOKLYN,K157,850 KENT AVENUE BROOKLYN 11205,Yes,No,No,,,,
Beginning With Children Charter School,K703,P.S. 157 - BROOKLYN,K157,850 KENT AVENUE BROOKLYN 11205,Yes,No,No,,,,
Adult and Continuing Education,K755,P.S. 157 - BROOKLYN,K157,850 KENT AVENUE BROOKLYN 11205,Yes,No,No,,,,
P.S. 158 Warwick,K158,P.S. 158 - BROOKLYN,K158,400 ASHFORD STREET BROOKLYN 11207,Yes,No,No,,,,
P.S. 158 Annex,K709,P.S. 158 - BROOKLYN,K158,400 ASHFORD STREET BROOKLYN 11207,Yes,No,No,,,,
P.S. 159 Isaac Pitkin,K159,P.S. 159 - BROOKLYN,K159,2781 PITKIN AVENUE BROOKLYN 11208,Yes,No,No,,,,
P.S. 160 William T. Sampson,K160,P.S. 160 - BROOKLYN,K160,5105 Fort Hamilton Parkway BROOKLYN 11219,Yes,"Yes, in 2004",Yes,2016,0,72,
P.S. 161 The Crown,K161,P.S. 161 - BROOKLYN,K161,330 CROWN STREET BROOKLYN 11225,Yes,No,No,,,,
Hearing Educational Services,M02R,P.S. 161 - BROOKLYN,K161,330 CROWN STREET BROOKLYN 11225,Yes,No,No,,,,
Success Academy Crown Heights (Brooklyn 7),K741,P.S. 161 - BROOKLYN,K161,330 CROWN STREET BROOKLYN 11225,Yes,No,No,,,,
J.H.S. 162 The Willoughby,K162,I.S. 162 - BROOKLYN,K162,1390 WILLOUGHBY AVENUE BROOKLYN 11237,Yes,No,No,,,,
Hearing Educational Services,M02R,P.S. 163 - BROOKLYN,K163,1664 BENSON AVENUE BROOKLYN 11214,Yes,No,No,,,,
P.S. 748 Brooklyn School for Global Scholars,K748,P.S. 163 - BROOKLYN,K163,1664 BENSON AVENUE BROOKLYN 11214,Yes,No,No,,,,
P.S. 164 Caesar Rodney,K164,P.S. 164 - BROOKLYN,K164,4211 14 AVENUE BROOKLYN 11219,Yes,No,Yes,,,,
P.S. K077,K077,P.S. 164 - BROOKLYN,K164,4211 14 AVENUE BROOKLYN 11219,Yes,No,Yes,,,,
Adult and Continuing Education,K755,P.S. 164 - BROOKLYN,K164,4211 14 AVENUE BROOKLYN 11219,Yes,No,Yes,,,,
P.S. 165 Ida Posner,K165,P.S. 165 - BROOKLYN,K165,76 LOTT AVENUE BROOKLYN 11212,Yes,No,No,,,,
Educational Vision Services,M00D,I.S. 166 - BROOKLYN,K166,800 VAN SICLEN AVE BROOKLYN 11207,Yes,Yes,Yes,2005,2,22,
The Uft Charter School,K359,I.S. 166 - BROOKLYN,K166,800 VAN SICLEN AVE BROOKLYN 11207,Yes,Yes,Yes,2005,2,22,
Pathways to Graduation,Q950,I.S. 166 - BROOKLYN,K166,800 VAN SICLEN AVE BROOKLYN 11207,Yes,Yes,Yes,2005,2,22,
Van Siclen Community Middle School,K654,I.S. 166 - BROOKLYN,K166,800 VAN SICLEN AVE BROOKLYN 11207,Yes,Yes,Yes,2005,2,22,
Achievement First Linden Elementary School,K788,I.S. 166 - BROOKLYN,K166,800 VAN SICLEN AVE BROOKLYN 11207,Yes,Yes,Yes,2005,2,22,
Region 7 Adult Learning Center,E007,P.S. 167 - BROOKLYN,K167,1025 EASTERN PARKWAY BROOKLYN 11213,Yes,No,No,,,,
New Bridges Elementary,K532,P.S. 167 - BROOKLYN,K167,1025 EASTERN PARKWAY BROOKLYN 11213,Yes,No,No,,,,
Adult and Continuing Education,K755,P.S. 167 - BROOKLYN,K167,1025 EASTERN PARKWAY BROOKLYN 11213,Yes,No,No,,,,
Pegasus Intervention Program,KA05,P.S. 167 - BROOKLYN,K167,1025 EASTERN PARKWAY BROOKLYN 11213,Yes,No,No,,,,
P.S. 167 The Parkway,K167,P.S. 167 - BROOKLYN,K167,1025 EASTERN PARKWAY BROOKLYN 11213,Yes,No,No,,,,
P.S. 169 Sunset Park,K169,P.S. 169 - BROOKLYN,K169,4305 7 AVENUE BROOKLYN 11232,Yes,No,No,,,,
Ralph A. Fabrizio School,K170,P.S. 170 - BROOKLYN,K170,7109 6 AVENUE BROOKLYN 11209,Yes,"Yes, in 2002",Yes,2004,0,21,
I.S. 171 Abraham Lincoln,K171,I.S. 171 - BROOKLYN,K171,528 RIDGEWOOD AVENUE BROOKLYN 11208,Yes,Yes,Yes,2005,2,27,
Highland Park Community School,K760,I.S. 171 - BROOKLYN,K171,528 RIDGEWOOD AVENUE BROOKLYN 11208,Yes,Yes,Yes,2005,2,27,
P.S. 172 Beacon School of Excellence,K172,P.S. 172 - BROOKLYN,K172,825 4 AVENUE BROOKLYN 11232,Yes,No,No,,,,
P.S. 174 Dumont,K174,P.S. 174 - BROOKLYN,K174,574 DUMONT AVENUE BROOKLYN 11207,Yes,No,No,,,,
Brooklyn Gardens Elementary School,K557,P.S. 174 - BROOKLYN,K174,574 DUMONT AVENUE BROOKLYN 11207,Yes,No,No,,,,
School of the Future Brooklyn,K663,P.S. 174 - BROOKLYN,K174,574 DUMONT AVENUE BROOKLYN 11207,Yes,No,No,,,,
Frederick Douglass Academy VII High School,K514,TEACHERS PREP HS(OL REDIRECTION)-K,K175,226 BRISTOL STREET BROOKLYN 11212,Yes,"Yes, in 2003",Yes,2005,0,19,
Teachers Preparatory High School,K697,TEACHERS PREP HS(OL REDIRECTION)-K,K175,226 BRISTOL STREET BROOKLYN 11212,Yes,"Yes, in 2003",Yes,2005,0,19,
H.S. Of Redirection,K09V,TEACHERS PREP HS(OL REDIRECTION)-K,K175,226 BRISTOL STREET BROOKLYN 11212,Yes,"Yes, in 2003",Yes,2005,0,19,
P.S. 176 Ovington,K176,P.S. 176 - BROOKLYN,K176,1225 69 STREET BROOKLYN 11219,Yes,"Yes, in 2002",Yes,2004,0,27,
Hearing Educational Services,M02R,P.S. 176 - BROOKLYN,K176,1225 69 STREET BROOKLYN 11219,Yes,"Yes, in 2002",Yes,2004,0,27,
Regin 6 Adult Learning Center,E006,P.S. 176 - BROOKLYN,K176,1225 69 STREET BROOKLYN 11219,Yes,"Yes, in 2002",Yes,2004,0,27,
P.S. 177 The Marlboro,K177,P.S. 177 - BROOKLYN,K177,346 AVENUE P BROOKLYN 11204,Yes,"Yes, in 2002",Yes,2005,0,34,
P.S. 178 Saint Clair Mckelway,K178,P.S. 178 - BROOKLYN,K178,2163 DEAN STREET BROOKLYN 11233,Yes,No,Yes,,,,
P.S. K077,K077,P.S. 178 - BROOKLYN,K178,2163 DEAN STREET BROOKLYN 11233,Yes,No,Yes,,,,
P.S. 179 Kensington,K179,P.S. 179 - BROOKLYN,K179,202 AVENUE C BROOKLYN 11218,Yes,"Yes, in 2002",Yes,2004,0,25,
Hearing Educational Services,M02R,P.S. 179 - BROOKLYN,K179,202 AVENUE C BROOKLYN 11218,Yes,"Yes, in 2002",Yes,2004,0,25,
Adult and Continuing Education,K755,P.S. 179 - BROOKLYN,K179,202 AVENUE C BROOKLYN 11218,Yes,"Yes, in 2002",Yes,2004,0,25,
The SEEALL Academy,K180,P.S. 180 - BROOKLYN,K180,5601 16 AVENUE BROOKLYN 11204,Yes,"Yes, in 2002",Yes,2005,0,18,
P.S. K231,K231,P.S. 180 - BROOKLYN,K180,5601 16 AVENUE BROOKLYN 11204,Yes,"Yes, in 2002",Yes,2005,0,18,
P.S. K396,K396,P.S. 181 - BROOKLYN,K181,1023 NEW YORK AVENUE BROOKLYN 11203,Yes,"Yes, in 2003",Yes,2005,0,64,
P.S. 181 Brooklyn,K181,P.S. 181 - BROOKLYN,K181,1023 NEW YORK AVENUE BROOKLYN 11203,Yes,"Yes, in 2003",Yes,2005,0,64,
Adult and Continuing Education,K755,P.S. 181 - BROOKLYN,K181,1023 NEW YORK AVENUE BROOKLYN 11203,Yes,"Yes, in 2003",Yes,2005,0,64,
Riverdale Avenue Community School,K446,P.S. 183 - BROOKLYN,K183,76 RIVERDALE AVENUE BROOKLYN 11212,Yes,Yes,Yes,2005,2,18,
Riverdale Avenue Middle School,K668,P.S. 183 - BROOKLYN,K183,76 RIVERDALE AVENUE BROOKLYN 11212,Yes,Yes,Yes,2005,2,18,
P.S. 184 Newport,K184,P.S. 184 - BROOKLYN,K184,273 NEWPORT STREET BROOKLYN 11212,Yes,No,Yes,,,,
Cse Paraprofessionals,K07X,P.S. 184 - BROOKLYN,K184,273 NEWPORT STREET BROOKLYN 11212,Yes,No,Yes,,,,
Dist. 23 Special Education,K0LE,P.S. 184 - BROOKLYN,K184,273 NEWPORT STREET BROOKLYN 11212,Yes,No,Yes,,,,
Sbst - District 23,K09O,P.S. 184 - BROOKLYN,K184,273 NEWPORT STREET BROOKLYN 11212,Yes,No,Yes,,,,
Regin 6 Adult Learning Center,E006,P.S. 184 - BROOKLYN,K184,273 NEWPORT STREET BROOKLYN 11212,Yes,No,Yes,,,,
P.S. 185 Walter Kassenbrock,K185,P.S. 185 - BROOKLYN,K185,8601 RIDGE BOULEVARD BROOKLYN 11209,Yes,No,Yes,,,,
P.S. 186 Dr. Irving A Gladstone,K186,P.S. 186 - BROOKLYN,K186,7601 19 AVENUE BROOKLYN 11214,Yes,No,Yes,,,,
P.S. 188 Michael E. Berdy,K188,P.S. 188 - BROOKLYN,K188,3314 NEPTUNE AVENUE BROOKLYN 11224,Yes,No,No,,,,
Regin 6 Adult Learning Center,E006,P.S. 188 - BROOKLYN,K188,3314 NEPTUNE AVENUE BROOKLYN 11224,Yes,No,No,,,,
P.S. 189 The Bilingual Center,K189,P.S. 189 - BROOKLYN,K189,1100 EAST NEW YORK AVENUE BROOKLYN 11212,Yes,No,No,,,,
Essence School,K311,P.S. 190 - BROOKLYN,K190,590 SHEFFIELD AVENUE BROOKLYN 11207,Yes,No,No,,,,
P.S. 190 Sheffield,K190,P.S. 190 - BROOKLYN,K190,590 SHEFFIELD AVENUE BROOKLYN 11207,Yes,No,No,,,,
Educational Vision Services,M00D,P.S. 190 - BROOKLYN,K190,590 SHEFFIELD AVENUE BROOKLYN 11207,Yes,No,No,,,,
P.S. 191 Paul Robeson,K191,P.S. 191 - BROOKLYN,K191,1600 PARK PLACE BROOKLYN 11233,Yes,"Yes, in 2002",Yes,2005,0,9,
Excellence Girls Charter School,K712,P.S. 191 - BROOKLYN,K191,1600 PARK PLACE BROOKLYN 11233,Yes,"Yes, in 2002",Yes,2005,0,9,
Hearing Educational Services,M02R,P.S. 192 - BROOKLYN,K192,4715 18 AVENUE BROOKLYN 11204,Yes,"Yes, in 2002",Yes,2004,0,28,
P.S. 192 - The Magnet School for Math and Science Inquiry,K192,P.S. 192 - BROOKLYN,K192,4715 18 AVENUE BROOKLYN 11204,Yes,"Yes, in 2002",Yes,2004,0,28,
P.S. 36,K036,P.S. 192 - BROOKLYN,K192,4715 18 AVENUE BROOKLYN 11204,Yes,"Yes, in 2002",Yes,2004,0,28,
P.S. 193 Gil Hodges,K193,P.S. 193 - BROOKLYN,K193,2515 AVENUE L BROOKLYN 11210,Yes,No,No,,,,
P.S. 194 Raoul Wallenberg,K194,P.S. 194 - BROOKLYN,K194,3117 AVENUE W BROOKLYN 11229,Yes,No,Yes,,,,
P.S. 195 Manhattan Beach,K195,P.S. 195 - BROOKLYN,K195,131 IRWIN STREET BROOKLYN 11235,Yes,No,No,,,,
P.S. 196 Ten Eyck,K196,P.S. 196 - BROOKLYN,K196,207 BUSHWICK AVENUE BROOKLYN 11206,Yes,"Yes, in 2002",Yes,2005,0,16,
M.S. 582,K582,P.S. 196 - BROOKLYN,K196,207 BUSHWICK AVENUE BROOKLYN 11206,Yes,"Yes, in 2002",Yes,2005,0,16,
P.S. 197 - The Kings Highway Academy,K197,P.S. 197 - BROOKLYN,K197,1599 EAST  22 STREET BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,35,
I. S. 381,K381,P.S. 197 - BROOKLYN,K197,1599 EAST  22 STREET BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,35,
P.S. 240 Annex,K0LK,P.S. 197 - BROOKLYN,K197,1599 EAST  22 STREET BROOKLYN 11210,Yes,"Yes, in 2002",Yes,2005,0,35,
P.S. 198 Brooklyn,K198,P.S. 198 - BROOKLYN,K198,4105 FARRAGUT ROAD BROOKLYN 11210,Yes,Yes,Yes,2005,1,26,
